id_nodo,tipo_nodo,riesgo_alto
N-21629,persona_natural,0
N-23630,persona_natural,0
P-25976,persona_juridica,0
P-29675,persona_juridica,0
P-37071,persona_juridica,0
N-19912,persona_natural,0
P-44404,persona_juridica,0
P-09530,persona_juridica,0
P-48695,persona_juridica,0
P-21571,persona_juridica,0
P-13421,persona_juridica,0
N-33943,persona_natural,0
UT-32488,union_temporal,0
N-20217,persona_natural,0
P-05894,persona_juridica,0
P-26090,persona_juridica,0
UT-11110,union_temporal,0
N-27965,persona_natural,0
N-37358,persona_natural,0
N-24718,persona_natural,1
N-33452,persona_natural,0
N-00246,persona_natural,0
N-02619,persona_natural,0
N-06898,persona_natural,0
P-20769,persona_juridica,0
P-46918,persona_juridica,0
N-15589,persona_natural,0
P-22311,persona_juridica,0
N-10406,persona_natural,0
N-27416,persona_natural,0
N-21110,persona_natural,0
P-51020,persona_juridica,0
P-08648,persona_juridica,0
P-40779,persona_juridica,0
N-15013,persona_natural,0
UT-17293,union_temporal,0
P-02733,persona_juridica,0
P-14987,persona_juridica,0
N-22666,persona_natural,1
UT-22563,union_temporal,0
N-20858,persona_natural,0
UT-6143,union_temporal,0
P-33082,persona_juridica,1
P-23125,persona_juridica,0
N-19045,persona_natural,0
P-48248,persona_juridica,0
N-04332,persona_natural,0
P-05695,persona_juridica,0
N-08001,persona_natural,0
P-43724,persona_juridica,0
N-08032,persona_natural,0
P-29704,persona_juridica,0
P-44483,persona_juridica,1
N-17825,persona_natural,0
P-19971,persona_juridica,0
P-36887,persona_juridica,0
N-14013,persona_natural,0
P-19654,persona_juridica,0
N-10597,persona_natural,0
N-26781,persona_natural,0
N-27029,persona_natural,0
N-13807,persona_natural,1
P-12420,persona_juridica,1
N-30502,persona_natural,0
P-13326,persona_juridica,0
N-08222,persona_natural,0
N-24925,persona_natural,0
N-36343,persona_natural,0
P-42997,persona_juridica,0
P-35967,persona_juridica,0
P-41476,persona_juridica,0
N-21303,persona_natural,0
P-37555,persona_juridica,0
P-39332,persona_juridica,0
P-22373,persona_juridica,0
N-00350,persona_natural,0
P-44691,persona_juridica,0
P-08918,persona_juridica,0
P-08706,persona_juridica,0
N-09035,persona_natural,0
P-43453,persona_juridica,0
N-26717,persona_natural,0
N-12321,persona_natural,0
N-24323,persona_natural,0
N-25118,persona_natural,0
N-07265,persona_natural,0
UT-30009,union_temporal,0
UT-5623,union_temporal,0
P-12909,persona_juridica,0
P-18459,persona_juridica,0
N-06871,persona_natural,0
N-28303,persona_natural,0
P-37567,persona_juridica,0
P-26599,persona_juridica,0
P-20123,persona_juridica,0
N-36696,persona_natural,0
UT-32652,union_temporal,0
N-16010,persona_natural,0
P-16022,persona_juridica,0
N-12965,persona_natural,0
P-30188,persona_juridica,0
P-14801,persona_juridica,0
P-11073,persona_juridica,0
N-13435,persona_natural,0
P-11331,persona_juridica,0
N-23010,persona_natural,0
P-31218,persona_juridica,1
N-06863,persona_natural,1
P-42587,persona_juridica,0
P-42534,persona_juridica,0
P-26197,persona_juridica,0
N-02193,persona_natural,1
N-14132,persona_natural,0
P-14550,persona_juridica,0
P-50263,persona_juridica,0
P-43267,persona_juridica,0
UT-21160,union_temporal,0
N-08061,persona_natural,0
N-16318,persona_natural,0
P-42890,persona_juridica,0
P-13549,persona_juridica,0
N-11918,persona_natural,1
P-50507,persona_juridica,0
N-13222,persona_natural,0
P-09647,persona_juridica,0
N-25039,persona_natural,0
UT-1097,union_temporal,0
N-22270,persona_natural,0
P-15217,persona_juridica,0
N-04783,persona_natural,0
P-43874,persona_juridica,0
UT-6473,union_temporal,0
P-14964,persona_juridica,0
P-39715,persona_juridica,0
N-12115,persona_natural,0
N-08627,persona_natural,0
N-33224,persona_natural,1
N-10760,persona_natural,0
P-24793,persona_juridica,0
P-00141,persona_juridica,0
N-09879,persona_natural,0
P-41385,persona_juridica,0
P-38791,persona_juridica,0
UT-27359,union_temporal,0
P-18824,persona_juridica,1
P-47028,persona_juridica,0
N-22675,persona_natural,0
P-15970,persona_juridica,0
N-17944,persona_natural,0
P-16112,persona_juridica,0
P-40486,persona_juridica,0
P-22934,persona_juridica,0
P-39998,persona_juridica,0
UT-6314,union_temporal,0
N-26356,persona_natural,0
N-25544,persona_natural,1
N-23464,persona_natural,0
N-29678,persona_natural,0
N-23593,persona_natural,0
P-39078,persona_juridica,0
N-10809,persona_natural,1
UT-9084,union_temporal,0
N-36210,persona_natural,1
P-46461,persona_juridica,0
P-08917,persona_juridica,0
UT-26997,union_temporal,0
P-48809,persona_juridica,0
N-18036,persona_natural,1
P-40411,persona_juridica,0
P-24320,persona_juridica,1
N-32349,persona_natural,0
N-35427,persona_natural,0
N-29018,persona_natural,0
N-28537,persona_natural,0
N-15813,persona_natural,0
N-35872,persona_natural,0
N-10534,persona_natural,0
P-32089,persona_juridica,0
P-28529,persona_juridica,0
P-25089,persona_juridica,0
N-09894,persona_natural,0
P-23982,persona_juridica,0
P-44441,persona_juridica,1
P-46919,persona_juridica,0
P-33983,persona_juridica,0
N-02071,persona_natural,0
P-42111,persona_juridica,0
N-17346,persona_natural,0
N-15831,persona_natural,0
P-32330,persona_juridica,0
N-02416,persona_natural,0
P-40667,persona_juridica,0
N-12062,persona_natural,0
N-37932,persona_natural,0
N-36188,persona_natural,0
N-12120,persona_natural,0
P-00830,persona_juridica,0
P-04048,persona_juridica,0
N-34439,persona_natural,0
P-32311,persona_juridica,0
P-31807,persona_juridica,0
P-10443,persona_juridica,0
N-30742,persona_natural,0
P-15335,persona_juridica,0
P-44348,persona_juridica,1
P-29865,persona_juridica,1
P-13625,persona_juridica,0
P-01462,persona_juridica,0
N-09097,persona_natural,0
P-05449,persona_juridica,0
P-43881,persona_juridica,0
P-09798,persona_juridica,1
P-44563,persona_juridica,0
UT-31655,union_temporal,0
N-23433,persona_natural,0
N-16325,persona_natural,0
P-12639,persona_juridica,0
N-11644,persona_natural,0
P-05181,persona_juridica,0
P-41829,persona_juridica,0
P-46390,persona_juridica,0
N-20686,persona_natural,0
N-09824,persona_natural,0
P-29259,persona_juridica,0
UT-29586,union_temporal,0
P-25796,persona_juridica,0
UT-33314,union_temporal,0
N-10825,persona_natural,0
P-18421,persona_juridica,0
P-37198,persona_juridica,1
P-16449,persona_juridica,0
P-23670,persona_juridica,0
P-10800,persona_juridica,0
N-10382,persona_natural,0
P-22956,persona_juridica,0
N-04468,persona_natural,0
P-14708,persona_juridica,0
P-28140,persona_juridica,0
P-13051,persona_juridica,0
N-27446,persona_natural,0
UT-25963,union_temporal,0
N-10375,persona_natural,0
P-35867,persona_juridica,1
N-37010,persona_natural,0
P-32891,persona_juridica,0
N-30667,persona_natural,0
N-07063,persona_natural,0
N-34655,persona_natural,0
N-04372,persona_natural,1
P-29064,persona_juridica,0
N-22640,persona_natural,1
P-27223,persona_juridica,0
P-11774,persona_juridica,0
P-40996,persona_juridica,0
N-30635,persona_natural,0
P-31490,persona_juridica,0
P-43703,persona_juridica,0
N-32353,persona_natural,0
UT-1201,union_temporal,0
N-29323,persona_natural,1
N-01017,persona_natural,0
P-15228,persona_juridica,0
N-13516,persona_natural,0
N-30286,persona_natural,0
N-27320,persona_natural,0
N-06933,persona_natural,0
N-36184,persona_natural,0
UT-44687,union_temporal,0
P-01947,persona_juridica,0
N-28339,persona_natural,1
P-06364,persona_juridica,0
P-50329,persona_juridica,0
UT-45928,union_temporal,0
N-35174,persona_natural,0
P-23900,persona_juridica,0
N-31472,persona_natural,0
P-25559,persona_juridica,0
P-49074,persona_juridica,0
P-28247,persona_juridica,0
N-02225,persona_natural,0
P-31400,persona_juridica,0
N-19566,persona_natural,0
P-13708,persona_juridica,0
N-24062,persona_natural,0
N-05925,persona_natural,0
UT-31983,union_temporal,0
P-14235,persona_juridica,0
P-51391,persona_juridica,0
P-18427,persona_juridica,0
P-32138,persona_juridica,0
P-14844,persona_juridica,0
UT-23395,union_temporal,0
N-16551,persona_natural,0
N-08031,persona_natural,0
N-04457,persona_natural,0
P-08385,persona_juridica,0
N-34007,persona_natural,0
P-24049,persona_juridica,0
P-21984,persona_juridica,1
N-23794,persona_natural,0
UT-23151,union_temporal,0
P-11383,persona_juridica,0
P-14242,persona_juridica,0
N-29527,persona_natural,0
N-05605,persona_natural,0
N-07345,persona_natural,1
P-10331,persona_juridica,0
P-44659,persona_juridica,0
P-04331,persona_juridica,0
P-36715,persona_juridica,0
P-00067,persona_juridica,0
P-29853,persona_juridica,0
P-13278,persona_juridica,0
N-29763,persona_natural,0
N-20073,persona_natural,0
P-19106,persona_juridica,0
N-23234,persona_natural,0
P-20535,persona_juridica,0
UT-31093,union_temporal,0
N-25741,persona_natural,0
N-11056,persona_natural,0
N-17492,persona_natural,0
P-31906,persona_juridica,0
N-07503,persona_natural,1
P-20998,persona_juridica,0
N-12787,persona_natural,0
N-36032,persona_natural,0
P-45957,persona_juridica,0
P-31659,persona_juridica,0
P-51300,persona_juridica,0
P-32845,persona_juridica,0
N-13471,persona_natural,0
N-01890,persona_natural,0
P-33943,persona_juridica,0
N-28214,persona_natural,0
N-11531,persona_natural,0
P-30685,persona_juridica,0
P-01353,persona_juridica,0
P-46541,persona_juridica,0
P-05350,persona_juridica,0
N-29888,persona_natural,0
P-08916,persona_juridica,0
UT-37104,union_temporal,0
N-10269,persona_natural,0
P-25750,persona_juridica,0
UT-18541,union_temporal,0
P-37963,persona_juridica,0
N-05182,persona_natural,0
UT-25309,union_temporal,0
P-12771,persona_juridica,0
P-30994,persona_juridica,0
P-36412,persona_juridica,0
P-27541,persona_juridica,0
P-34404,persona_juridica,0
N-19894,persona_natural,0
P-14040,persona_juridica,1
P-06389,persona_juridica,0
N-31481,persona_natural,0
P-35303,persona_juridica,1
N-15065,persona_natural,0
P-29761,persona_juridica,1
N-29316,persona_natural,1
P-22458,persona_juridica,0
P-41619,persona_juridica,1
UT-25836,union_temporal,0
N-04038,persona_natural,0
P-17392,persona_juridica,0
P-40273,persona_juridica,0
P-22121,persona_juridica,0
P-45005,persona_juridica,0
P-14555,persona_juridica,0
UT-2130,union_temporal,0
P-11353,persona_juridica,0
P-14137,persona_juridica,0
N-34720,persona_natural,0
N-10964,persona_natural,1
P-01050,persona_juridica,0
P-29665,persona_juridica,0
P-48243,persona_juridica,0
N-14340,persona_natural,0
N-32923,persona_natural,0
P-29561,persona_juridica,0
P-41269,persona_juridica,0
UT-36841,union_temporal,0
P-09557,persona_juridica,0
P-28480,persona_juridica,0
P-13410,persona_juridica,0
UT-8237,union_temporal,0
P-01295,persona_juridica,0
P-45990,persona_juridica,0
P-27552,persona_juridica,0
P-49499,persona_juridica,0
N-13444,persona_natural,0
P-13656,persona_juridica,0
N-32808,persona_natural,0
P-05851,persona_juridica,1
P-03892,persona_juridica,0
P-15457,persona_juridica,0
N-10108,persona_natural,0
UT-18113,union_temporal,0
P-32451,persona_juridica,0
N-33171,persona_natural,0
N-34397,persona_natural,0
P-19611,persona_juridica,0
UT-33549,union_temporal,0
N-29351,persona_natural,0
P-20176,persona_juridica,0
UT-27814,union_temporal,0
N-30220,persona_natural,0
P-39863,persona_juridica,0
N-01127,persona_natural,0
P-21810,persona_juridica,1
P-03242,persona_juridica,0
P-41641,persona_juridica,0
UT-32212,union_temporal,0
P-26091,persona_juridica,0
P-22831,persona_juridica,0
P-26272,persona_juridica,0
N-21140,persona_natural,1
UT-42214,union_temporal,0
P-49959,persona_juridica,0
P-15482,persona_juridica,0
N-28744,persona_natural,0
N-21373,persona_natural,0
N-36122,persona_natural,0
UT-21187,union_temporal,0
UT-35714,union_temporal,0
UT-17308,union_temporal,0
UT-17647,union_temporal,0
N-06810,persona_natural,0
P-20721,persona_juridica,0
P-02507,persona_juridica,0
P-41649,persona_juridica,0
P-18363,persona_juridica,0
P-30640,persona_juridica,0
P-02034,persona_juridica,0
P-01811,persona_juridica,0
N-08185,persona_natural,0
P-44509,persona_juridica,1
N-02884,persona_natural,0
P-00302,persona_juridica,1
P-13353,persona_juridica,1
UT-44733,union_temporal,0
N-22278,persona_natural,0
N-13334,persona_natural,1
P-16725,persona_juridica,0
P-08150,persona_juridica,0
N-18472,persona_natural,0
P-46434,persona_juridica,0
P-14365,persona_juridica,0
P-42489,persona_juridica,0
P-45438,persona_juridica,0
N-18248,persona_natural,0
P-29161,persona_juridica,0
N-06890,persona_natural,0
N-32837,persona_natural,0
UT-19583,union_temporal,0
N-12347,persona_natural,0
P-24600,persona_juridica,0
N-22401,persona_natural,0
P-35376,persona_juridica,0
P-06458,persona_juridica,0
P-49777,persona_juridica,0
N-29899,persona_natural,0
P-09547,persona_juridica,0
N-05141,persona_natural,1
P-29645,persona_juridica,0
P-05250,persona_juridica,1
N-30781,persona_natural,0
UT-4785,union_temporal,0
P-22499,persona_juridica,1
UT-11258,union_temporal,0
N-28741,persona_natural,0
N-22900,persona_natural,0
P-20699,persona_juridica,0
P-07236,persona_juridica,0
P-00074,persona_juridica,0
UT-14718,union_temporal,0
P-07593,persona_juridica,1
UT-34127,union_temporal,0
UT-35841,union_temporal,0
N-08986,persona_natural,1
N-08686,persona_natural,0
P-42230,persona_juridica,1
UT-36777,union_temporal,0
P-21664,persona_juridica,1
N-00830,persona_natural,0
P-29959,persona_juridica,0
N-23052,persona_natural,0
N-22211,persona_natural,0
P-35295,persona_juridica,0
P-02819,persona_juridica,1
N-19390,persona_natural,1
N-18473,persona_natural,0
N-20828,persona_natural,0
N-22101,persona_natural,1
UT-19266,union_temporal,0
N-35845,persona_natural,0
N-08551,persona_natural,0
P-11397,persona_juridica,0
P-04072,persona_juridica,0
N-36112,persona_natural,0
N-04979,persona_natural,0
UT-15756,union_temporal,0
N-23780,persona_natural,0
N-35592,persona_natural,0
N-00341,persona_natural,1
N-36950,persona_natural,0
P-00456,persona_juridica,0
N-14913,persona_natural,0
P-25220,persona_juridica,0
N-33738,persona_natural,0
P-27657,persona_juridica,0
N-14177,persona_natural,1
N-29050,persona_natural,0
P-09291,persona_juridica,1
N-13109,persona_natural,0
P-23486,persona_juridica,0
P-23488,persona_juridica,0
N-21721,persona_natural,1
N-28399,persona_natural,0
P-22683,persona_juridica,0
N-25436,persona_natural,0
P-15817,persona_juridica,0
P-20722,persona_juridica,0
P-08545,persona_juridica,0
N-03357,persona_natural,0
N-18839,persona_natural,0
N-00033,persona_natural,1
P-09369,persona_juridica,1
P-50522,persona_juridica,0
P-30916,persona_juridica,1
N-35153,persona_natural,0
N-04908,persona_natural,0
N-25703,persona_natural,0
P-13001,persona_juridica,0
N-09513,persona_natural,0
N-27473,persona_natural,0
N-09908,persona_natural,0
N-14300,persona_natural,0
P-25262,persona_juridica,0
P-24110,persona_juridica,0
P-36273,persona_juridica,1
P-50257,persona_juridica,0
N-10592,persona_natural,0
N-21297,persona_natural,0
P-38203,persona_juridica,0
N-33386,persona_natural,0
N-18971,persona_natural,0
N-13790,persona_natural,0
N-19186,persona_natural,1
N-06476,persona_natural,0
P-42643,persona_juridica,0
N-16912,persona_natural,0
P-04276,persona_juridica,0
N-25661,persona_natural,0
UT-31996,union_temporal,0
N-34383,persona_natural,0
UT-31855,union_temporal,0
N-08359,persona_natural,0
N-01966,persona_natural,0
N-25812,persona_natural,1
N-37223,persona_natural,0
P-40417,persona_juridica,0
P-21063,persona_juridica,0
P-39285,persona_juridica,0
N-12433,persona_natural,0
N-25540,persona_natural,0
P-15252,persona_juridica,0
N-26614,persona_natural,0
N-35518,persona_natural,0
P-25687,persona_juridica,0
P-30505,persona_juridica,0
UT-0896,union_temporal,0
P-45949,persona_juridica,0
P-03479,persona_juridica,0
P-23534,persona_juridica,1
P-32507,persona_juridica,0
P-48922,persona_juridica,1
N-31562,persona_natural,0
N-25407,persona_natural,0
P-46578,persona_juridica,0
N-37800,persona_natural,0
UT-30115,union_temporal,0
P-07781,persona_juridica,0
N-00377,persona_natural,0
P-19274,persona_juridica,0
P-33865,persona_juridica,0
P-01852,persona_juridica,0
N-33551,persona_natural,0
P-12555,persona_juridica,0
P-12499,persona_juridica,1
P-02340,persona_juridica,0
P-17414,persona_juridica,0
UT-16254,union_temporal,0
P-27161,persona_juridica,0
N-16129,persona_natural,0
N-10021,persona_natural,0
N-07668,persona_natural,0
P-51324,persona_juridica,0
P-01965,persona_juridica,0
P-04473,persona_juridica,0
P-04974,persona_juridica,0
P-14599,persona_juridica,0
N-18332,persona_natural,0
P-48163,persona_juridica,0
P-28300,persona_juridica,0
N-23014,persona_natural,0
N-10945,persona_natural,0
N-07674,persona_natural,0
N-11083,persona_natural,0
P-18297,persona_juridica,0
UT-39712,union_temporal,0
P-17129,persona_juridica,0
P-15712,persona_juridica,0
N-16019,persona_natural,0
N-25080,persona_natural,0
N-00219,persona_natural,0
N-08945,persona_natural,0
N-23615,persona_natural,0
P-50942,persona_juridica,0
N-25718,persona_natural,0
N-23585,persona_natural,0
N-07568,persona_natural,0
P-44062,persona_juridica,0
P-41523,persona_juridica,1
P-30738,persona_juridica,0
UT-42699,union_temporal,0
N-34803,persona_natural,1
N-08012,persona_natural,0
P-03707,persona_juridica,0
N-11901,persona_natural,0
N-31940,persona_natural,1
P-51064,persona_juridica,1
P-45916,persona_juridica,0
N-33676,persona_natural,1
N-05332,persona_natural,0
UT-32740,union_temporal,0
P-16084,persona_juridica,0
P-11892,persona_juridica,0
P-00002,persona_juridica,0
N-17533,persona_natural,0
UT-31649,union_temporal,0
P-21881,persona_juridica,0
UT-36001,union_temporal,0
UT-19383,union_temporal,0
P-27256,persona_juridica,0
P-09724,persona_juridica,0
N-29935,persona_natural,0
P-36549,persona_juridica,0
N-20669,persona_natural,0
P-38803,persona_juridica,0
P-34741,persona_juridica,0
P-03812,persona_juridica,0
P-48278,persona_juridica,0
UT-31206,union_temporal,0
N-01000,persona_natural,0
N-33340,persona_natural,0
N-33133,persona_natural,0
P-49854,persona_juridica,0
P-10768,persona_juridica,0
N-10324,persona_natural,0
UT-18629,union_temporal,0
P-11422,persona_juridica,0
N-18219,persona_natural,0
UT-30570,union_temporal,0
N-07815,persona_natural,1
N-28527,persona_natural,0
N-05352,persona_natural,0
P-02205,persona_juridica,0
P-17623,persona_juridica,0
P-34419,persona_juridica,0
N-18212,persona_natural,0
P-46945,persona_juridica,0
P-30648,persona_juridica,0
N-17077,persona_natural,0
P-35572,persona_juridica,0
UT-22446,union_temporal,0
P-07340,persona_juridica,0
P-29617,persona_juridica,0
P-20286,persona_juridica,0
UT-26939,union_temporal,0
P-21555,persona_juridica,0
P-46800,persona_juridica,0
UT-42574,union_temporal,0
N-06859,persona_natural,0
N-04479,persona_natural,0
P-17927,persona_juridica,0
P-28498,persona_juridica,0
P-00974,persona_juridica,0
UT-1301,union_temporal,0
N-08288,persona_natural,1
N-24577,persona_natural,0
P-11871,persona_juridica,0
P-13769,persona_juridica,0
N-08499,persona_natural,0
P-36065,persona_juridica,0
N-27890,persona_natural,0
N-32266,persona_natural,0
P-18354,persona_juridica,0
P-48904,persona_juridica,0
N-15511,persona_natural,0
N-37820,persona_natural,0
UT-37586,union_temporal,0
N-00729,persona_natural,0
P-10605,persona_juridica,0
UT-30736,union_temporal,0
P-05296,persona_juridica,0
N-16934,persona_natural,0
P-38201,persona_juridica,1
UT-14977,union_temporal,0
P-10963,persona_juridica,0
UT-44240,union_temporal,0
P-28145,persona_juridica,0
P-23508,persona_juridica,0
P-12171,persona_juridica,0
UT-23035,union_temporal,0
P-49614,persona_juridica,1
P-12156,persona_juridica,0
P-02958,persona_juridica,0
P-14883,persona_juridica,0
P-19193,persona_juridica,0
P-01215,persona_juridica,0
N-36684,persona_natural,0
P-37910,persona_juridica,0
P-26722,persona_juridica,0
UT-3572,union_temporal,0
P-10258,persona_juridica,0
N-02007,persona_natural,0
P-32429,persona_juridica,0
P-34526,persona_juridica,0
N-35418,persona_natural,0
P-13296,persona_juridica,0
N-06962,persona_natural,0
P-50204,persona_juridica,0
N-05288,persona_natural,0
N-08205,persona_natural,0
N-37174,persona_natural,1
P-31314,persona_juridica,0
P-27149,persona_juridica,0
N-21294,persona_natural,0
P-20595,persona_juridica,1
UT-32635,union_temporal,0
P-05110,persona_juridica,0
P-41083,persona_juridica,0
N-24094,persona_natural,1
P-15365,persona_juridica,0
N-00202,persona_natural,0
N-20641,persona_natural,0
P-10479,persona_juridica,0
N-34369,persona_natural,0
UT-21912,union_temporal,0
N-14656,persona_natural,0
UT-45021,union_temporal,0
N-29494,persona_natural,0
P-02009,persona_juridica,0
P-48025,persona_juridica,0
N-22930,persona_natural,0
N-32974,persona_natural,0
P-47209,persona_juridica,0
P-16407,persona_juridica,0
N-21048,persona_natural,0
N-21733,persona_natural,0
N-07877,persona_natural,0
N-25822,persona_natural,0
P-00874,persona_juridica,0
P-12192,persona_juridica,0
P-47384,persona_juridica,0
N-32177,persona_natural,0
P-25632,persona_juridica,0
P-31888,persona_juridica,0
P-06016,persona_juridica,1
P-43900,persona_juridica,0
P-12004,persona_juridica,0
P-16811,persona_juridica,0
P-37867,persona_juridica,0
N-02661,persona_natural,0
N-03263,persona_natural,1
N-21464,persona_natural,1
N-33420,persona_natural,0
N-30094,persona_natural,0
N-09649,persona_natural,0
UT-19012,union_temporal,0
P-41256,persona_juridica,0
P-14571,persona_juridica,0
UT-25633,union_temporal,0
UT-11365,union_temporal,0
N-25679,persona_natural,0
P-47426,persona_juridica,0
UT-20735,union_temporal,0
UT-1026,union_temporal,0
N-17144,persona_natural,0
P-10405,persona_juridica,0
P-42123,persona_juridica,1
N-17551,persona_natural,1
N-01153,persona_natural,0
UT-37001,union_temporal,0
N-21786,persona_natural,0
N-19987,persona_natural,1
P-17263,persona_juridica,0
P-49992,persona_juridica,0
N-19760,persona_natural,0
N-06896,persona_natural,0
N-06666,persona_natural,0
N-36182,persona_natural,0
P-11264,persona_juridica,0
P-26112,persona_juridica,0
N-36564,persona_natural,0
N-22847,persona_natural,0
P-15988,persona_juridica,0
P-06117,persona_juridica,0
P-29716,persona_juridica,1
N-29000,persona_natural,0
N-05890,persona_natural,0
N-07066,persona_natural,0
UT-46256,union_temporal,0
P-13741,persona_juridica,1
P-10875,persona_juridica,0
N-19814,persona_natural,0
N-06631,persona_natural,0
P-50411,persona_juridica,1
N-13321,persona_natural,0
N-18724,persona_natural,0
P-47693,persona_juridica,0
N-08633,persona_natural,0
